region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
US,5v5,79385824,Ishiyama,Nightslayer,Alliance,Mage,Frost,Gnome,1931,3461,30,12,71
US,5v5,77557330,Shamanngela,Nightslayer,Horde,Shaman,Restoration,Troll,1927,3543,177,145,55
EU,5v5,47603104,Virusibuen,Spineshatter,Horde,Hunter,Beast Mastery,Troll,1925,4833,119,120,50
US,5v5,69236064,Juansfanclub,Nightslayer,Horde,Druid,Feral Combat,Tauren,1923,3633,85,66,56
US,3v3,79002671,Thiccshivx,Nightslayer,Alliance,Rogue,Subtlety,Human,1922,2320,26,8,76
US,5v5,62730841,Jackwl,Nightslayer,Horde,Warrior,Fury,Orc,1921,3680,31,19,62
US,5v5,78576957,Skïds,Nightslayer,Alliance,Priest,Discipline,Dwarf,1921,3680,54,24,69
US,5v5,55454053,Gladtacosham,Dreamscythe,Horde,Shaman,Restoration,Tauren,1920,3706,107,98,52
US,3v3,78512231,Uncleboof,Nightslayer,Alliance,Paladin,Retribution,Dwarf,1919,2346,57,38,60
US,5v5,77294524,Murflol,Nightslayer,Alliance,Hunter,Beast Mastery,Draenei,1912,3916,134,102,57
US,5v5,48463436,Qooti,Dreamscythe,Alliance,Warrior,Arms,Gnome,1910,3982,355,257,58
US,5v5,55533329,Sogouti,Dreamscythe,Alliance,Druid,Restoration,Night Elf,1910,3982,353,256,58
US,2v2,73003838,Bearizzi,Nightslayer,Horde,Druid,Restoration,Tauren,1909,3341,213,205,51
US,3v3,78005497,Sers,Nightslayer,Horde,Mage,Frost,Troll,1907,2495,46,32,59
US,5v5,74530313,Mìlkdeez,Nightslayer,Horde,Druid,Balance,Tauren,1907,4049,89,61,59
US,5v5,74782123,Shaqlolz,Nightslayer,Alliance,Priest,Discipline,Dwarf,1907,4049,85,63,57
US,5v5,73016426,Tekrett,Nightslayer,Horde,Paladin,Retribution,Blood Elf,1905,4098,44,22,67
US,5v5,74038233,Sere,Nightslayer,Horde,Paladin,Holy,Blood Elf,1905,4098,71,45,61
US,2v2,53904516,ßiddys,Nightslayer,Alliance,Warrior,Arms,Human,1894,3545,547,558,50
US,5v5,78052426,Sÿlvariné,Nightslayer,Alliance,Priest,Holy,Human,1894,4396,120,104,54
US,5v5,79055016,Yourkidsdad,Nightslayer,Horde,Warrior,Arms,Orc,1890,4511,39,29,57
US,5v5,72893222,Moey,Nightslayer,Horde,Paladin,Holy,Blood Elf,1890,4511,102,83,55
US,3v3,66483723,Ggparadox,Nightslayer,Alliance,Mage,Frost,Gnome,1889,2702,87,81,52
US,3v3,77278183,Terryistoxic,Nightslayer,Horde,Warrior,Arms,Orc,1889,2702,92,93,50
US,3v3,78150863,Malisima,Nightslayer,Alliance,Rogue,Subtlety,Human,1884,2766,33,19,63
US,5v5,74419582,Crazystylex,Nightslayer,Alliance,Warrior,Arms,Gnome,1882,4729,27,19,59
US,5v5,72863632,Mommygoat,Nightslayer,Alliance,Shaman,Restoration,Draenei,1882,4729,39,27,59
US,5v5,77950863,Babysharkman,Nightslayer,Horde,Warrior,Arms,Orc,1881,4770,94,78,55
US,5v5,66468161,Sfgriefer,Nightslayer,Alliance,Mage,Frost,Gnome,1880,4804,49,39,56
US,5v5,78085733,Mácanuo,Nightslayer,Horde,Shaman,Restoration,Tauren,1880,4804,295,286,51
US,5v5,72564394,Yuhm,Nightslayer,Alliance,Druid,Restoration,Night Elf,1878,4873,25,15,62
US,5v5,76930155,Gìxmage,Nightslayer,Horde,Mage,Arcane,Troll,1876,4931,35,31,53
US,2v2,74284748,Vivapally,Nightslayer,Horde,Paladin,Retribution,Blood Elf,1873,3798,45,40,53
US,2v2,78577645,Shivgodx,Nightslayer,Alliance,Rogue,Combat,Human,1872,3805,50,35,59
US,2v2,44947558,Gladtaco,Dreamscythe,Horde,Warrior,Arms,Orc,1869,3834,276,272,50
US,2v2,77857441,Awesomename,Nightslayer,Horde,Warrior,Arms,Orc,1859,3956,64,64,50
US,2v2,56263635,Flybynyte,Nightslayer,Alliance,Rogue,Subtlety,Human,1857,3982,144,118,55
US,2v2,78687482,Wfbopxxd,Nightslayer,Horde,Shaman,Restoration,Orc,1843,4197,46,40,53
EU,3v3,42795921,Ramzo,Spineshatter,Horde,Shaman,Restoration,Orc,1829,4473,56,44,56
US,2v2,74153476,Ches,Nightslayer,Alliance,Priest,Discipline,Dwarf,1827,4474,20,11,65
EU,3v3,58175171,Mekitburnx,Spineshatter,Horde,Priest,Discipline,Undead,1825,4550,78,63,55
EU,3v3,55913464,Enjoytheheal,Spineshatter,Horde,Priest,Discipline,Undead,1824,4577,157,142,53
US,3v3,67370938,Tønz,Nightslayer,Horde,Hunter,Beast Mastery,Orc,1814,3906,69,64,52
US,3v3,70979170,Whoslogging,Nightslayer,Horde,Druid,Feral Combat,Tauren,1810,3986,17,10,63
US,3v3,77890115,Dismlx,Nightslayer,Alliance,Druid,Restoration,Night Elf,1809,4002,21,15,58
US,3v3,64684973,Laisa,Nightslayer,Alliance,Warlock,Demonology,Human,1799,4195,27,22,55
US,3v3,79065319,Jacked,Nightslayer,Horde,Warrior,Arms,Orc,1778,4623,60,59,50
US,3v3,78538108,Xsrøv,Nightslayer,Alliance,Priest,Discipline,Dwarf,1768,4861,77,53,59
